d,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,day_of_week,is_weekend,is_holiday,sell_price,price_lag_7,price_change_7,lag_7,lag_28,rolling_mean_7,rolling_mean_28,rolling_std_28,sales
129,3,6,2011,0,0,0,0,1,1,1,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
484,1,5,2012,0,0,0,0,0,0,0,1,1,0,5.98,5.98,0.0,0.0,0.0,0.0,0.5,0.8819171036882002,0
534,2,7,2012,0,0,0,0,0,1,1,2,0,0,2.73,2.73,0.0,0.0,0.0,0.0,0.07142857142857142,0.2622652641564809,1
237,6,9,2011,0,0,0,0,0,0,0,6,0,0,2.0,2.0,0.0,0.0,1.0,0.8571428571428571,0.7857142857142857,0.8325393042503716,0
237,6,9,2011,0,0,0,0,0,0,0,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
541,2,7,2012,0,0,0,0,0,0,0,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1626,2,7,2015,0,0,0,0,0,1,1,2,0,0,2.48,2.48,0.0,0.0,6.0,1.2857142857142858,2.5,2.0457725155024393,1
934,3,8,2013,0,0,0,0,0,0,0,3,0,0,2.72,2.72,0.0,0.0,2.0,0.8571428571428571,1.0,0.9813067629253164,1
874,6,6,2013,14,1,0,0,0,0,0,6,0,1,2.42,2.42,0.0,1.0,1.0,0.42857142857142855,0.6071428571428571,0.9560445408144717,1
1487,3,2,2015,0,0,0,0,0,0,0,3,0,0,5.47,5.47,0.0,0.0,0.0,0.0,0.03571428571428571,0.18898223650461432,0
1774,3,12,2015,0,0,0,0,1,1,0,3,0,0,3.28,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0
1306,4,8,2014,0,0,0,0,0,0,0,4,0,0,4.97,4.97,0.0,2.0,0.0,0.5714285714285714,0.42857142857142855,0.6900655593423544,2
386,1,2,2012,0,0,0,0,0,0,0,1,1,0,2.48,2.48,0.0,1.0,1.0,1.5714285714285714,1.1785714285714286,1.0904831219021451,0
1330,7,9,2014,0,0,0,0,0,0,0,7,1,0,0.94,0.94,0.0,8.0,55.0,12.857142857142858,20.071428571428573,14.674060185512513,26
1613,3,6,2015,0,0,0,0,0,0,0,3,0,0,10.97,10.97,0.0,0.0,0.0,0.5714285714285714,0.5357142857142857,0.8380817098475281,0
500,3,6,2012,0,0,0,0,0,1,1,3,0,0,2.24,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0
367,3,1,2012,0,0,0,0,0,0,0,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
802,4,4,2013,0,0,0,0,1,1,1,4,0,0,2.5,2.5,0.0,0.0,0.0,1.0,0.8214285714285714,0.9048663264720711,1
1490,6,2,2015,0,0,0,0,0,0,0,6,0,0,1.0,1.0,0.0,1.0,1.0,2.2857142857142856,2.2142857142857144,2.6013834333284604,2
1456,7,1,2015,0,0,0,0,0,0,0,7,1,0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0
602,7,9,2012,0,0,0,0,0,0,0,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
574,7,8,2012,0,0,0,0,0,0,0,7,1,0,5.97,5.97,0.0,0.0,2.0,0.2857142857142857,0.2857142857142857,0.5345224838248487,1
537,5,7,2012,0,0,0,0,0,0,0,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
986,6,10,2013,0,0,0,0,1,0,0,6,0,0,2.38,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0
38,3,3,2011,0,0,0,0,1,1,0,3,0,0,6.48,6.48,0.0,0.0,0.0,0.2857142857142857,0.39285714285714285,0.6852566815265062,0
1142,1,3,2014,0,0,0,0,0,1,1,1,1,0,2.99,3.97,-0.98,0.0,0.0,1.0,0.7142857142857143,1.1818736805705574,0
375,4,2,2012,0,0,0,0,1,1,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
353,3,1,2012,29,3,0,0,0,0,0,3,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1292,4,8,2014,0,0,0,0,0,1,1,4,0,0,4.88,4.88,0.0,0.0,1.0,0.7142857142857143,0.75,0.7005289007176927,1
519,1,6,2012,0,0,0,0,0,0,0,1,1,0,1.0,1.0,0.0,11.0,11.0,7.285714285714286,10.821428571428571,5.070273361237194,12
1146,5,3,2014,0,0,0,0,0,0,0,5,0,0,3.97,3.97,0.0,0.0,0.0,0.0,0.07142857142857142,0.26226526415648105,0
1404,4,12,2014,0,0,0,0,1,0,1,4,0,0,1.72,1.72,0.0,4.0,4.0,2.4285714285714284,3.1785714285714284,1.9061998540546357,8
371,7,2,2012,0,0,0,0,1,1,1,7,1,0,2.68,2.68,0.0,3.0,1.0,1.7142857142857142,1.4285714285714286,1.5013221686128038,2
302,1,11,2011,0,0,0,0,0,0,0,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1095,3,1,2014,0,0,0,0,0,0,0,3,0,0,5.88,5.88,0.0,1.0,0.0,0.14285714285714285,0.03571428571428571,0.18898223650461365,0
296,2,11,2011,0,0,0,0,0,0,0,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
671,6,11,2012,0,0,0,0,0,0,0,6,0,0,2.08,2.08,0.0,0.0,0.0,0.0,0.07142857142857142,0.26226526415648116,0
419,6,3,2012,0,0,0,0,0,0,0,6,0,0,1.97,1.97,0.0,11.0,5.0,7.285714285714286,9.178571428571429,3.8591264740686015,5
308,7,12,2011,0,0,0,0,1,0,1,7,1,0,2.24,2.24,0.0,0.0,1.0,0.7142857142857143,0.6785714285714286,0.772373514927102,0
1359,1,10,2014,0,0,0,0,0,0,0,1,1,0,6.18,6.18,0.0,0.0,0.0,0.0,0.03571428571428571,0.1889822365046133,0
1146,5,3,2014,0,0,0,0,0,0,0,5,0,0,2.98,2.98,0.0,4.0,2.0,9.0,7.428571428571429,4.211347733855489,0
641,4,10,2012,0,0,0,0,0,0,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1061,4,12,2013,0,0,0,0,0,0,0,4,0,0,1.48,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0
957,5,9,2013,0,0,0,0,0,1,1,5,0,0,2.42,2.42,0.0,6.0,5.0,4.714285714285714,4.714285714285714,2.7736477233278323,4
748,6,2,2013,2,2,0,0,0,0,1,6,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1750,7,11,2015,0,0,0,0,0,1,0,7,1,0,4.74,4.74,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.6900655593423546,2
499,2,6,2012,0,0,0,0,1,0,0,2,0,0,2.47,2.47,0.0,1.0,0.0,0.14285714285714285,0.03571428571428571,0.18898223650461393,0
1779,1,12,2015,0,0,0,0,0,1,1,1,1,0,1.97,1.97,0.0,0.0,0.0,0.2857142857142857,0.25,0.5853140973807078,0
1090,5,1,2014,0,0,0,0,0,0,0,5,0,0,2.18,2.18,0.0,0.0,0.0,0.5714285714285714,0.21428571428571427,0.4986754943620643,1
1618,1,7,2015,16,3,0,0,1,0,0,1,1,1,11.84,11.84,0.0,0.0,1.0,0.14285714285714285,0.14285714285714285,0.35634832254990023,0
621,5,10,2012,0,0,0,0,1,0,0,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
27,6,2,2011,0,0,0,0,0,0,0,6,0,0,2.5,2.5,0.0,3.0,,2.2857142857142856,,,1
412,6,3,2012,0,0,0,0,0,1,1,6,0,0,4.88,4.88,0.0,1.0,1.0,0.2857142857142857,0.8214285714285714,1.278122796760109,1
217,7,9,2011,0,0,0,0,1,0,1,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
758,2,2,2013,7,4,0,0,0,0,0,2,0,1,2.5,2.5,0.0,3.0,3.0,1.7142857142857142,1.1785714285714286,1.3892063129334582,2
1197,7,5,2014,0,0,0,0,1,1,1,7,1,0,4.38,4.38,0.0,0.0,2.0,0.14285714285714285,0.5357142857142857,0.8380817098475271,1
949,4,9,2013,0,0,0,0,1,1,1,4,0,0,3.98,3.98,0.0,1.0,2.0,1.2857142857142858,1.8214285714285714,1.3622848842368138,2
1162,7,4,2014,0,0,0,0,1,0,0,7,1,0,6.97,6.97,0.0,0.0,0.0,0.0,0.07142857142857142,0.26226526415648105,0
1091,6,1,2014,0,0,0,0,0,0,0,6,0,0,6.36,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0
562,2,8,2012,0,0,0,0,0,1,1,2,0,0,3.98,3.98,0.0,2.0,1.0,1.1428571428571428,0.6785714285714286,0.9048663264720744,2
1506,1,3,2015,0,0,0,0,0,0,1,1,1,0,2.98,2.98,0.0,0.0,0.0,0.14285714285714285,0.39285714285714285,0.6288900106557952,0
90,6,4,2011,0,0,0,0,0,0,0,6,0,0,1.98,1.98,0.0,2.0,3.0,2.5714285714285716,3.4285714285714284,2.3793645499115237,0
428,1,3,2012,0,0,0,0,0,0,0,1,1,0,1.98,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0
1801,2,1,2016,0,0,0,0,1,1,1,2,0,0,8.86,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0
283,3,11,2011,22,4,0,0,1,1,0,3,0,1,5.94,5.94,0.0,0.0,0.0,0.2857142857142857,0.39285714285714285,0.6288900106557946,0
64,1,4,2011,0,0,0,0,1,0,1,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1639,1,7,2015,0,0,0,0,0,0,0,1,1,0,2.97,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0
1370,5,10,2014,0,0,0,0,0,0,0,5,0,0,3.28,3.28,0.0,0.0,0.0,0.0,0.14285714285714285,0.44839513942303305,0
1555,1,5,2015,0,0,0,0,1,0,1,1,1,0,9.47,9.47,0.0,1.0,0.0,0.2857142857142857,0.42857142857142855,0.6341264874742274,0
980,7,10,2013,0,0,0,0,1,0,0,7,1,0,1.0,1.0,0.0,40.0,57.0,43.57142857142857,41.0,16.47894279241098,5
1527,1,4,2015,0,0,0,0,1,0,0,1,1,0,2.18,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0
851,4,5,2013,0,0,0,0,0,0,0,4,0,0,2.08,2.08,0.0,0.0,0.0,0.0,0.07142857142857142,0.3779644730092273,1
80,3,4,2011,0,0,0,0,0,0,0,3,0,0,3.28,3.28,0.0,0.0,0.0,3.857142857142857,3.642857142857143,2.818119752920186,1
1742,6,11,2015,0,0,0,0,1,1,1,6,0,0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0
707,7,1,2013,0,0,0,0,1,0,0,7,1,0,1.58,1.58,0.0,0.0,0.0,2.142857142857143,2.4285714285714284,1.9518001458970657,0
824,5,5,2013,0,0,0,0,1,1,0,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1794,2,12,2015,0,0,0,0,0,0,0,2,0,0,2.98,2.98,0.0,3.0,2.0,1.7142857142857142,2.142857142857143,1.7994708216848723,4
1311,2,8,2014,0,0,0,0,0,0,0,2,0,0,1.58,1.58,0.0,3.0,0.0,0.42857142857142855,0.25,0.7005289007176849,0
717,3,1,2013,0,0,0,0,0,0,1,3,0,0,1.98,1.98,0.0,2.0,8.0,7.285714285714286,4.5,4.467993169529578,5
907,4,7,2013,0,0,0,0,0,0,0,4,0,0,7.67,7.67,0.0,0.0,0.0,0.14285714285714285,0.5,0.793492047615872,1
923,6,8,2013,18,4,0,0,1,0,1,6,0,1,3.98,3.98,0.0,2.0,2.0,2.0,1.5714285714285714,1.6199810567838837,2
335,6,12,2011,0,0,0,0,0,0,0,6,0,0,1.98,1.98,0.0,5.0,0.0,1.5714285714285714,1.8928571428571428,2.0062732304280657,0
175,7,7,2011,0,0,0,0,0,0,0,7,1,0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0
353,3,1,2012,29,3,0,0,0,0,0,3,0,1,1.73,1.73,0.0,0.0,3.0,1.7142857142857142,2.0357142857142856,1.8152061990235593,2
23,2,2,2011,0,0,0,0,0,0,0,2,0,0,3.18,3.18,0.0,0.0,,0.0,,,0
1054,4,12,2013,0,0,0,0,0,0,0,4,0,0,1.97,1.97,0.0,0.0,0.0,0.14285714285714285,0.17857142857142858,0.6118321864193025,2
816,4,4,2013,0,0,0,0,0,0,0,4,0,0,3.32,3.32,0.0,0.0,2.0,0.0,1.2142857142857142,1.6634890342878015,0
82,5,4,2011,0,0,0,0,0,0,0,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
141,1,6,2011,0,0,0,0,0,0,0,1,1,0,1.0,1.0,0.0,9.0,9.0,7.285714285714286,5.357142857142857,4.156336400621616,8
1157,2,3,2014,0,0,0,0,0,0,0,2,0,0,1.25,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0
735,7,2,2013,0,0,0,0,1,1,0,7,1,0,0.46,0.46,0.0,0.0,0.0,1.5714285714285714,0.9642857142857143,2.7819809469904677,1
892,3,7,2013,0,0,0,0,1,0,1,3,0,0,2.38,2.38,0.0,0.0,0.0,0.0,0.2857142857142857,0.9759000729485333,0
1079,1,1,2014,0,0,0,0,0,1,1,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1319,3,9,2014,0,0,0,0,1,0,1,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1499,1,3,2015,0,0,0,0,1,1,0,1,1,0,4.5,4.5,0.0,0.0,0.0,0.2857142857142857,0.4642857142857143,0.7444681351359534,1
1069,5,1,2014,27,3,0,0,1,1,0,5,0,1,0.98,0.98,0.0,0.0,1.0,0.42857142857142855,1.4285714285714286,3.21372717075397,7
13,6,2,2011,0,0,0,0,1,0,0,6,0,0,,,,0.0,,0.0,,,0
1669,3,8,2015,0,0,0,0,0,0,0,3,0,0,1.98,1.98,0.0,0.0,0.0,0.14285714285714285,0.6071428571428571,1.5236235005501113,0
1102,3,2,2014,0,0,0,0,1,1,1,3,0,0,4.25,4.25,0.0,0.0,0.0,0.42857142857142855,0.5,0.9229582069908954,0
926,2,8,2013,0,0,0,0,0,1,1,2,0,0,3.97,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0
18,4,2,2011,0,0,0,0,0,1,1,4,0,0,6.98,6.98,0.0,0.0,,0.0,,,0
1317,1,9,2014,0,0,0,0,1,1,1,1,1,0,2.68,2.68,0.0,2.0,0.0,1.1428571428571428,0.7857142857142857,1.3705133630530124,0
530,5,7,2012,0,0,0,0,0,1,1,5,0,0,7.97,7.97,0.0,0.0,1.0,0.7142857142857143,0.39285714285714285,0.6288900106557948,1
809,4,4,2013,0,0,0,0,0,0,0,4,0,0,6.97,6.97,0.0,0.0,0.0,0.14285714285714285,0.03571428571428571,0.18898223650461363,0
1402,2,11,2014,0,0,0,0,0,0,0,2,0,0,3.48,3.48,0.0,2.0,3.0,1.8571428571428572,1.75,1.350582864571464,4
1056,6,12,2013,0,0,0,0,0,0,0,6,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1545,5,4,2015,0,0,0,0,0,0,0,5,0,0,0.93,0.93,0.0,1.0,3.0,1.7142857142857142,2.8214285714285716,3.4432281518685524,1
1718,3,10,2015,20,3,0,0,0,1,1,3,0,1,1.0,1.0,0.0,7.0,15.0,9.714285714285714,13.214285714285714,5.173702326883118,11
297,3,11,2011,0,0,0,0,0,0,0,3,0,0,3.28,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0
1227,2,6,2014,0,0,0,0,1,0,1,2,0,0,2.82,2.82,0.0,1.0,2.0,1.4285714285714286,1.0,1.0886621079036447,4
1433,5,12,2014,0,0,0,0,0,0,0,5,0,0,9.47,9.47,0.0,0.0,1.0,0.42857142857142855,0.4642857142857143,0.6372477195601846,0
1324,1,9,2014,0,0,0,0,0,1,0,1,1,0,1.74,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0
920,3,8,2013,0,0,0,0,1,1,1,3,0,0,1.88,1.88,0.0,1.0,2.0,1.2857142857142858,0.8214285714285714,1.492042384180314,1
1080,2,1,2014,0,0,0,0,0,1,1,2,0,0,5.94,5.94,0.0,1.0,1.0,0.14285714285714285,0.21428571428571427,0.4178554470186723,1
663,5,11,2012,0,0,0,0,0,0,0,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
213,3,8,2011,0,0,0,0,0,0,0,3,0,0,10.97,10.97,0.0,0.0,3.0,0.5714285714285714,0.7857142857142857,0.9946949227868765,4
652,1,11,2012,0,0,0,0,1,0,0,1,1,0,3.98,3.98,0.0,4.0,2.0,2.7142857142857144,3.0,3.162277660168378,2
1169,7,4,2014,0,0,0,0,0,1,1,7,1,0,0.94,0.94,0.0,12.0,21.0,18.142857142857142,12.892857142857142,7.2128449501657785,20
1815,2,1,2016,0,0,0,0,0,0,0,2,0,0,7.48,7.48,0.0,1.0,0.0,0.2857142857142857,0.42857142857142855,0.7901510136288071,0
504,7,6,2012,0,0,0,0,0,1,1,7,1,0,1.0,1.0,0.0,27.0,11.0,15.142857142857142,12.964285714285714,8.539590339975522,17
1045,2,12,2013,0,0,0,0,1,0,1,2,0,0,3.33,3.33,0.0,1.0,3.0,1.1428571428571428,2.2142857142857144,1.6856066686121587,2
893,4,7,2013,17,4,0,0,1,1,1,4,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1655,3,8,2015,0,0,0,0,1,0,0,3,0,0,10.97,10.97,0.0,3.0,1.0,2.5714285714285716,1.7857142857142858,1.6856066686121773,3
878,3,6,2013,0,0,0,0,0,0,0,3,0,0,6.97,6.97,0.0,0.0,0.0,0.0,0.07142857142857142,0.3779644730092272,0
633,3,10,2012,0,0,0,0,0,0,0,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
60,4,3,2011,0,0,0,0,0,0,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
838,5,5,2013,0,0,0,0,0,1,1,5,0,0,8.96,8.96,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.8544932592822077,0
1506,1,3,2015,0,0,0,0,0,0,1,1,1,0,1.68,1.68,0.0,69.0,74.0,63.57142857142857,59.964285714285715,13.17540397260238,77
634,4,10,2012,0,0,0,0,0,0,0,4,0,0,8.48,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0
980,7,10,2013,0,0,0,0,1,0,0,7,1,0,8.98,8.98,0.0,1.0,0.0,1.0,0.7142857142857143,1.2429696476477392,0
1239,7,6,2014,0,0,0,0,0,0,0,7,1,0,4.74,4.74,0.0,1.0,0.0,0.42857142857142855,0.8214285714285714,1.1880133254200749,0
239,1,9,2011,0,0,0,0,0,0,0,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1388,2,11,2014,0,0,0,0,0,0,0,2,0,0,3.48,3.48,0.0,1.0,1.0,0.42857142857142855,0.6428571428571429,0.7310208850583696,0
575,1,8,2012,0,0,0,0,0,0,0,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1374,2,11,2014,0,0,0,0,1,0,1,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
380,2,2,2012,0,0,0,0,0,1,1,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
382,4,2,2012,2,2,0,0,0,0,1,4,0,1,3.87,3.87,0.0,0.0,0.0,1.4285714285714286,1.3214285714285714,1.4156158567804542,1
1738,2,11,2015,0,0,0,0,1,1,0,2,0,0,4.88,4.88,0.0,0.0,1.0,1.2857142857142858,1.25,0.8871510790372932,1
1459,3,1,2015,0,0,0,0,0,0,0,3,0,0,0.78,0.78,0.0,0.0,0.0,0.0,0.42857142857142855,0.8357108940373443,0
872,4,6,2013,0,0,0,0,0,0,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1658,6,8,2015,0,0,0,0,0,1,0,6,0,0,2.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.8214285714285714,1.2187902754164617,0
1784,6,12,2015,0,0,0,0,0,0,0,6,0,0,2.18,2.18,0.0,2.0,3.0,2.142857142857143,1.5357142857142858,1.477789712327986,2
835,2,5,2013,11,2,0,0,0,1,1,2,0,1,3.87,3.87,0.0,0.0,2.0,1.1428571428571428,0.9642857142857143,1.1379690439434431,2
1465,2,2,2015,1,1,0,0,1,1,0,2,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1279,5,7,2014,0,0,0,0,0,0,0,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
260,1,10,2011,0,0,0,0,0,1,1,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
889,7,7,2013,0,0,0,0,1,1,1,7,1,0,8.96,8.96,0.0,0.0,2.0,1.2857142857142858,0.9285714285714286,0.9399988742535196,0
1414,7,12,2014,0,0,0,0,0,1,1,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1501,3,3,2015,0,0,0,0,1,1,1,3,0,0,2.88,2.88,0.0,0.0,0.0,0.0,0.25,0.5181877251715994,0
662,4,11,2012,0,0,0,0,0,0,0,4,0,0,2.98,2.98,0.0,11.0,3.0,7.714285714285714,7.535714285714286,3.3827683475404755,10
92,1,4,2011,0,0,0,0,0,0,0,1,1,0,5.97,5.97,0.0,3.0,3.0,1.8571428571428572,1.3571428571428572,1.3113263207824055,1
287,7,11,2011,23,3,0,0,0,1,1,7,1,1,6.88,6.98,-0.10000000000000053,0.0,0.0,0.8571428571428571,0.35714285714285715,0.6784669927988098,2
835,2,5,2013,11,2,0,0,0,1,1,2,0,1,5.97,5.97,0.0,0.0,1.0,0.2857142857142857,0.25,0.4409585518440984,1
229,5,9,2011,0,0,0,0,0,0,1,5,0,0,1.78,1.64,0.14000000000000012,0.0,0.0,0.42857142857142855,1.0714285714285714,1.0862293403762295,2
1049,6,12,2013,0,0,0,0,0,1,1,6,0,0,8.97,8.97,0.0,0.0,0.0,0.14285714285714285,0.03571428571428571,0.1889822365046137,0
515,4,6,2012,0,0,0,0,0,0,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
97,6,5,2011,10,2,0,0,1,1,1,6,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1618,1,7,2015,16,3,0,0,1,0,0,1,1,1,1.48,1.48,0.0,6.0,2.0,3.5714285714285716,3.2857142857142856,2.4321480044076087,3
170,2,7,2011,0,0,0,0,0,0,0,2,0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
280,7,11,2011,0,0,0,0,1,0,0,7,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
753,4,2,2013,0,0,0,0,0,0,0,4,0,0,2.97,2.97,0.0,0.0,0.0,0.0,0.07142857142857142,0.26226526415648127,0
54,5,3,2011,0,0,0,0,0,0,0,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
353,3,1,2012,29,3,0,0,0,0,0,3,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1227,2,6,2014,0,0,0,0,1,0,1,2,0,0,2.5,2.5,0.0,0.0,1.0,0.2857142857142857,0.5357142857142857,0.6929348671835827,0
1357,6,10,2014,0,0,0,0,0,0,0,6,0,0,1.88,1.88,0.0,4.0,0.0,1.2857142857142858,0.7857142857142857,1.1660996354464572,0
1544,4,4,2015,0,0,0,0,0,0,0,4,0,0,2.28,2.28,0.0,1.0,0.0,1.5714285714285714,1.0714285714285714,1.2450962012087716,1
375,4,2,2012,0,0,0,0,1,1,0,4,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1715,7,10,2015,0,0,0,0,1,1,1,7,1,0,5.97,5.97,0.0,0.0,0.0,0.2857142857142857,0.32142857142857145,0.6696362433535828,0
1032,3,11,2013,0,0,0,0,0,0,0,3,0,0,2.97,2.97,0.0,0.0,0.0,0.2857142857142857,0.07142857142857142,0.26226526415648127,1
1693,6,9,2015,0,0,0,0,0,0,0,6,0,0,2.98,2.98,0.0,1.0,1.0,2.142857142857143,2.25,1.4043582955293958,2
392,7,2,2012,0,0,0,0,0,0,0,7,1,0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0
748,6,2,2013,2,2,0,0,0,0,1,6,0,1,3.33,3.33,0.0,0.0,0.0,0.7142857142857143,0.35714285714285715,0.7800420555749596,2
972,6,9,2013,0,0,0,0,0,0,0,6,0,0,3.48,3.48,0.0,0.0,0.0,1.2857142857142858,1.0,1.2765694770084477,0
1768,4,12,2015,0,0,0,0,1,1,0,4,0,0,4.88,4.88,0.0,0.0,1.0,0.14285714285714285,1.1071428571428572,1.3148520748875043,1
136,3,6,2011,0,0,0,0,0,1,0,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
493,3,6,2012,0,0,0,0,1,0,0,3,0,0,3.97,3.97,0.0,1.0,1.0,0.5714285714285714,0.7857142857142857,0.8325393042503725,0
1713,5,10,2015,0,0,0,0,1,1,0,5,0,0,0.78,0.78,0.0,0.0,1.0,0.14285714285714285,0.25,0.44095855184409727,0
142,2,6,2011,15,2,0,0,0,0,0,2,0,1,2.88,2.88,0.0,0.0,0.0,2.142857142857143,1.25,1.4561491580090167,3
1630,6,7,2015,0,0,0,0,0,0,0,6,0,0,14.97,14.97,0.0,1.0,4.0,2.857142857142857,2.107142857142857,1.4230714230607955,2
1455,6,1,2015,0,0,0,0,0,0,0,6,0,0,2.67,2.67,0.0,3.0,0.0,1.4285714285714286,1.2857142857142858,1.4364860122855596,0
723,2,1,2013,0,0,0,0,0,0,0,2,0,0,8.96,8.96,0.0,1.0,0.0,0.2857142857142857,0.6071428571428571,0.9560445408144768,2
96,5,5,2011,0,0,0,0,1,0,0,5,0,0,0.5,0.5,0.0,0.0,3.0,0.42857142857142855,2.25,2.22152766923691,0
1851,3,2,2016,0,0,0,0,0,0,0,3,0,0,3.5,3.5,0.0,2.0,1.0,0.5714285714285714,0.8571428571428571,1.1454995906456353,0
211,1,8,2011,0,0,0,0,0,0,0,1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0
1352,1,10,2014,0,0,0,0,0,1,1,1,1,0,2.78,2.78,0.0,3.0,4.0,6.285714285714286,4.285714285714286,3.3539047763282164,7
86,2,4,2011,8,4,1,1,0,0,0,2,0,1,,,,0.0,0.0,0.0,0.0,0.0,0
1821,1,1,2016,0,0,0,0,0,0,0,1,1,0,4.97,4.97,0.0,0.0,0.0,0.42857142857142855,0.25,0.5181877251716012,1
304,3,11,2011,0,0,0,0,0,0,0,3,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1857,2,2,2016,0,0,0,0,0,0,0,2,0,0,5.98,5.98,0.0,4.0,5.0,1.8571428571428572,3.2142857142857144,2.484874881076139,5
1346,2,10,2014,0,0,0,0,1,1,1,2,0,0,1.98,1.98,0.0,14.0,2.0,2.142857142857143,1.0,2.6666666666666665,0
348,5,1,2012,0,0,0,0,0,1,1,5,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
1402,2,11,2014,0,0,0,0,0,0,0,2,0,0,7.47,7.47,0.0,0.0,0.0,0.0,0.03571428571428571,0.18898223650461363,0
842,2,5,2013,0,0,0,0,0,0,0,2,0,0,3.97,3.97,0.0,0.0,2.0,0.42857142857142855,0.6071428571428571,0.7859547491585428,0
685,6,12,2012,0,0,0,0,0,1,0,6,0,0,1.92,1.92,0.0,0.0,0.0,0.14285714285714285,0.03571428571428571,0.18898223650461435,0
1140,6,3,2014,0,0,0,0,0,1,0,6,0,0,17.88,17.88,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.712696645099784,2
511,7,6,2012,0,0,0,0,0,0,0,7,1,0,2.42,2.42,0.0,1.0,0.0,0.2857142857142857,0.5357142857142857,0.8380817098475204,0
1803,4,1,2016,0,0,0,0,1,1,1,4,0,0,6.98,6.98,0.0,0.0,1.0,0.8571428571428571,0.9285714285714286,0.9399988742535209,1
789,5,3,2013,0,0,0,0,0,0,0,5,0,0,3.97,3.97,0.0,0.0,0.0,0.0,0.0,0.0,0
450,2,4,2012,0,0,0,0,0,0,0,2,0,0,,,,0.0,0.0,0.0,0.0,0.0,0
